soal,jawaban,nilai,tipe
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"- mendengarkan musik yang menenangkan - tertawa karena Meningkatkan suasana hati (mood) dan rasa kesejahteraan - mengobrol atau berbicara dengan teman-teman mengenai suatu hal selain situasi yang dialami saat itu - mencium sesuatu yang menyenangkan seperti aroma terapi - tidur siang sejenak - melamun, untuk jangka waktu singkat - mengalihkan pandangan sejenak - Makan makanan ringan",55.0,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,-berdoa sebelum mengawali pekerjaan -Makan secara teratur -minum secara teratur -istirahatkan Badan jika terasa capek -istirahatkan Mata jika terasa pedih -jangan tidur terlalu malam -jadikan belajar Sebagai kegiatan yang menyenangkan -sering lihat pemandangan di luar ruangan,23.333333333333332,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,- internet - istirahat,6.666666666666667,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"Berolahraga,Kuliner,Curhat,Melakukan hal bermanfaat,Manjakan diri kamu setelah deadline,Me time,Ubah lingkungan sekitar,Istirahat saat mulai jenuh,Gabungkan tugas dengan sesuatu yang kamu sukai ",9.333333333333334,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,- lakukan relaksasi - Gunakan terapi musik - Gunakan waktu Makan siang untuk penyegaran,13.666666666666666,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,- musik - Olahraga - tertawa - Bersosialisasi - tidur pendek - Hiruplah sesuatu yang berbau enak - Pijat - Mandi,15.0,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,-olah raga -berliburan -Jalan-Jalan -shoping - musik -tertawa -Bersosialisasi -tidur,12.0,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"melihat keluar ruangan, shalat, meminum kopi, main game, mengobrol dengan teman, mendengarkan musik, jalan-jalan sekitar ruangan, keluar ruangan. ",22.333333333333332,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"tidur, minum air putih, cuci muka, senam kecil, main game, ke toilet, jalan, keluar ruangan melihat pohon ",24.333333333333332,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"Istirahat, pergi ke kantin, pergi ke lapangan, pergi ke kamar mandi, cuci muka, cuci rambut, mandi, makan, minum, mendengarkan musik. ",23.333333333333332,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"mendengarkan musik, main game, membaca komik, membaca novel, makan dan minum, jalan-jalan kecil, menonton televisi online,menonton film, mengedit foto ",25.0,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,-berwudhu -breakfast -tidur -Makan / minum -berncanda tawa -nonton film -mendengarkan music -melakukan kegiatan yang anda sukai,19.0,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,- tidur malam hari jam 10 - bangun jam 5 - sarapan - minum kopi - mendengarkan dosen - duduk tidak bersandar - tidak kurang tidur ,9.0,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"mendengarkan music , keluar ruangan mencari ruang terbuka , menonton film , bercanda dengan teman , berolahraga kecil , jalan - jalan ",12.333333333333334,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,melakukan pelemasan setelah duduk di depan komputer cukup lama. memanfaatkan waktu istirahat sebaik - baiknya. tidur siang selama 15 menit ,10.666666666666666,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"main game, browsing, menonton film, curhat, ngobrol, main laptop, lihat foto, minum air, ke kamar mandi ",11.666666666666666,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,"1. Mendengarkan musik yang menenangkan sangat bermanfaat sebagai sumber daya mental. Cobalah untuk mengosongkan pikiran lalu dengarkan musik bisa dari komputer atau melalui handphone. 2. Melakukan latihan atau aktivitas fisik bisa merangsang tenaga dan menyegarkan pikiran disamping manfaat kesehatan lainnya. 3. Tertawa merupakan obat yang paling baik untuk melawan kebosanan, karena meningkatkan suasana hati (mood) dan rasa kesejahteraan. Jadi cobalah menonton sesuatu yang lucu di televisi atau membaca komik untuk mendapatkan humor. 4. Melakukan latihan mental seperti melakukan mainan puzzle atau teka teki silang, karena otak sangat menyukai permainan seperti itu, menyenangkan serta memeperkuat otak. 5. Melakukan sosialisasi, interaksi manusia bisa menjaga pikiran agar tetap segar, karenanya cobalah mengobrol atau berbicara dengan teman-teman mengenai suatu hal selain situasi yang dialami saat itu. 6. Tidur siang sejenak, hal ini tidak hanya menyegarkan pikiran tapi bisa menjadi fondasi yang kuat dalam hal produktivitas. Seseorang akan merasa jauh lebih baik dan lebih produktif setelah selesai tidur siang. 7. Mencium sesuatu yang menyenangkan, aroma seperti dari lilin aromaterapi atau bau secangkir kopi panas bisa memantu menyegarkan pikiran yang membuatnya dapat bekerja lebih baik. 8. Melakukan pemijatan, pijat adalah cara sempurna untuk meredakan ketegangan dan mengurangi stres, tak ada salahnya untuk mencoba berbagai jenis pemijatan pada hari yang berbeda. 9. Berendam di air hangat bisa membantu membuat otot dan pikiran jadi rileks, jika memungkinkan cobalah menambahkan garam mandi untuk membantu melembabkan kulit dan berbau harum. 10. Melamun, untuk jangka waktu singkat melamun bisa memberikan imajinasi dan menyegarkanpikiran, sehingga membuat seseorang bisa lebih fokus melakukan pekerjaan. ",87.33333333333333,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,istirahat di sela sela ksempatan. melihat pemandangan yang hijau. tarik napas perlahan yang teratur. ,7.333333333333333,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,1. mendengarkan musik 2. makan ke kantin 3. solat 4. mengobrol dengan teman 5. browsing 6. main game di saat istirahat 7. tidur di saat istirahat 8. minum kopi ,22.666666666666668,train
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,-refreshing -Santai -nyaman -jangan ngantuk -Makan -minum -berfikir positif -jangan berfikir negatif,20.0,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"1. Buatlah list barang apa saja yang harus dibeli. 2. Utamakan kebutuhan daripada keinginan. 3. Bandingkan dulu komposisi, kualitas, dan kuantitas barang sebelum dibeli. 4. Jangan mudah tergiur barang-barang diskon 5. Teliti barang sebelum membeli. 6. Pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran.",100.0,test
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1 Memperhatikan uang di dompet 2 Membeli barang secukupnya 3 Mencatat barang-barang yang mau di beli 4 Membeli barang yang harga murah 5 Menuju tempat penjual yang dekat 6 Menghindari tempat yang rame ,30.0,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1. beli yang anda butuhkan dan bukan yang anda inginkan. 2. berfikir dengan bijak. 3. menyiapkan anggaran untuk belanja. 4. tidak membeli barang yang sama. 5. mencari harga yang sesuai dengan kondisi barang 6. mencatat barang yang akan dibeli ,50.0,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1. Mencatat list barang yang akan di beli. 2. Mempersiapkan budget. 3. Pilih departement store dengan harga yang paling murah. 4. Sesuaikan belanjaan dengan dengan kebutuhan. 5. Jika bisa belanjalah dengan orang lain. 6. Siapkan uang ekstra jika ada kebutuhan di luar dugaan. ,46.666666666666664,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"membeli secukupnya, ke tempat yang murah, membuat daftar belanjaan, mengajak orang bijak, selalu hidup irit, melihat lurus ",26.666666666666668,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,mencari departement store yang sedang mengadakan diskon. belanja ketika benar-benar membutuhkan barang yang akan dibeli. belanja ke tempat yang murah dengan kualitas yang bagus. tidak berbelanja barang- barang yang tidak dibutuhkan. mengutamakan kebutuhan dibandingkan keinginan dalam berbelanja. tidak mudah tergoda dengan aneka barang yang tidak dibutuhkan. ,51.666666666666664,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"jangan terlalu menghabiskan uang untuk satu barang,belanjalah jika ada banyak diskon,belanja seperlunya dan direncanakan ingin belanja apa saja,hemat,jangan belanja tergantung pada satu toko saja. ",30.0,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"jangan terlalu menghabiskan uang untuk satu barang,belanjalah jika ada banyak diskon,belanja seperlunya dan direncanakan ingin belanja apa saja,hemat,jangan belanja tergantung pada satu toko saja. ",30.0,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"belanja saat perut kenyang, membawa daftar belanja, membeli berdasarkan kebutuhan, membeli dengan harga murah dan berkualitas, membawa kantong plastik, belanja tidak berdasar nafsu pribadi ",41.666666666666664,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"membawa daftar belanjaan, belanja saat perut kenyang, belanja saat banyak diskon, pilih mall yang dijamin tidak terlalu mahal, berusaha untuk tidak lapar mata, dan belanja dengan orang yang hemat. ",32.666666666666664,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"1.Buatlah list barang apa saja yang harus Anda beli. Letakkan daftar barang yang paling primer (paling Anda butuhkan) hingga kebutuhan sekunder di paling bawah. 2.Kalau Anda sudah memiliki anak, utamakan kebutuhan anak Anda terlebih dahulu. Terlebih susu dan popok bayi kalau buah hati Anda masih kecil. 3.Bandingkan dulu komposisi, kualitas, dan kuantitas barang sebelum Anda beli. Tidak perlu malu untuk menghabiskan beberapa detik di rak untuk membandingkan. Jangan mudah tergiur barang-barang diskon. Hitunglah keuangan Anda dengan teliti dan sesuaikan dengan kebutuhan Anda. Kalau 4.Anda masih punya stok barang tersebut di rumah, dan harga barang tersebut sangat miring, tempatkan barang tersebut di list belanja paling akhir. Kalau memang Anda memiliki budget lebih, ya ambil saja barang tersebut Ladies. 5.Pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran. Pilihlah sesuai usia pemakaian barang. Dengan begini Anda tidak perlu membeli barang kebutuhan dalam jumlah besar namun ternyata mubazir karena tak terpakai. 6.Selalu bawa catatan dan bolpen di samping Anda, dengan begini Anda bisa memberi harga pada setiap barang yang ANda beli. Cara ini bisa digunakan untuk menghindari kecurangan toko dan Anda pun dapat memperkirakan budget yang harus Anda keluarkan. ",91.0,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,meneliti apa yang dibutuhkan ,7.666666666666667,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1 cari yang dibutuhkan 2 cari yang paling lengkap 3 cari yang harganya murah 4 cari alternatif 5 cari di toko lain 6 cari di kota lain ,21.333333333333332,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1) Belanja Online di Bukalapak.com 2) Belanja Online di Tokopedia.com 3) Belanja Online di lazada.com 4) Belanja dengan cara menyertakan perantara 5) Jangan mau jika disuruh transfer terlebih dahulu 6) Pastikan penjual memiliki info pribadi yang jelas dan lengkap ,10.0,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"belanja di lazada,tokopedia,mempertimbangkan harga ",9.333333333333334,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"membawa uang yang lebih, usahakan uang cash, membeli seperlunya atau yang dibutuhkan saja, cari yang murah jika perlu, cari tempat yang umum atau pasar loak. ",13.0,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,membawa kantong keresek sendiri membeli sesuai kebutuhan membeli barang yang murah ,12.0,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"membeli diskonan, membeli yang diperlukan, membeli sebisanya, membeli sesuai keuangan, membeli di pasar ",14.333333333333334,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"melihat harga, melihat budget, membeli barang di pasar loak ,melihat tanggal kadaluarsa , ",15.0,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"melihat daftar harga,menghitung budget,memperhitungkan jarak tempu,memperhitungkan waktu tempuh,tawar menawar,lihat tangga kadaluarsa ",21.666666666666668,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1. meninimalis uang yang ada 2. menahan barang yang tidak perlu 3. belanja secukupnya 4. cari harga yang murah dan kualitas yang baik 5. mencari diskon yang perlu 6. hemat ,26.666666666666668,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"shooping dengan online yang recomended , ",8.333333333333334,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,belanja di pasar belanja di toko belanja online belanja di swalayan belanja di alfamart belanja di indomart ,10.0,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1. belanja yang sedang di butuhkan 2. tidak belanja yang di inginkan 3. manfaatkan diskon yang ada di mall 4. hemat 5. memilih harga yang murah 7. memilih mall/toko yang dekat dari rumah ,26.0,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"shooping online , cari diskonan ",8.333333333333334,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"Buatlah list barang apa saja yang harus Anda beli. Letakkan daftar barang yang paling primer (paling Anda butuhkan) hingga kebutuhan sekunder di paling bawah. Kalau Anda sudah memiliki anak, utamakan kebutuhan anak Anda terlebih dahulu. Terlebih susu dan popok bayi kalau buah hati Anda masih kecil. Bandingkan dulu komposisi, kualitas, dan kuantitas barang sebelum Anda beli. Tidak perlu malu untuk menghabiskan beberapa detik di rak untuk membandingkan. Jangan mudah tergiur barang-barang diskon. Hitunglah keuangan Anda dengan teliti dan sesuaikan dengan kebutuhan Anda. Kalau Anda masih punya stok barang tersebut di rumah, dan harga barang tersebut sangat miring, tempatkan barang tersebut di list belanja paling akhir. Kalau memang Anda memiliki budget lebih, ya ambil saja barang tersebut Ladies. Pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran. Pilihlah sesuai usia pemakaian barang. Dengan begini Anda tidak perlu membeli barang kebutuhan dalam jumlah besar namun ternyata mubazir karena tak terpakai. Selalu bawa catatan dan bolpen di samping Anda, dengan begini Anda bisa memberi harga pada setiap barang yang ANda beli. Cara ini bisa digunakan untuk menghindari kecurangan toko dan Anda pun dapat memperkirakan budget yang harus Anda keluarkan. ",68.33333333333333,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,- membuat list barang belanjaan - Mengutamakan kebutuhan premier - Membandingkan kualitas barang sebelum memutuskan untuk membeli - jangan mudah tergiur barang-barang diskon - lihat harga barang sesuai budget,46.666666666666664,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,-membuat list barang belanjaan yang diperlukan -langsung menuju ke tempat barang yang diinginkan -ingat untuk Selalu memanage uang belanja -tidak melihat-lihat barang lain yang ada di list -mengecek apakah barang yang dibeli sudah sesuai dengan yang ada di list -menghitung ulang jika barang sudah dibeli,31.666666666666668,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,-membuat list daftar barang belanja -mebawa uang secukupnya -memilih harga yang tidak terlalu mahal tapi juga tidak murahan -mengecek ulang barang belanja sebelum dibayar -sebaiknya belanja di tempat yang sudah terpercaya -memilih barang yang kualitasnya bagus dan bermutu,40.666666666666664,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"sesuai kebutuhan, lihat harga terlebih dahulu, lihat kualitas barang, budget, mencari tempat yg murah ",26.0,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"belanja sesuai kebutuhan, belanja sesuai budget, cari tempat yang nyaman, cari tempat yang murah, hindari belanja sendirian, pilih barang dengan kualitas bagus. ",42.0,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"E-Shopping, Tanya teman tempat yang bagus untuk belanja, Cari di internet barang yang dibutuhkan. ",19.666666666666668,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"-cari barang dengan harga terjangkau, -berkualitas baik, -benar benar dibutuhkan, -awet, tidak mudah rusak, -kredit, asal tak keberatan dalam mengambil cicilan, -Sesuai dengan kegunaan. ",44.0,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,memilih barang sesuai dengan kebutuhan ,12.666666666666666,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,- mengetahui barang apa yang kita butuhkan sekarang. - mencari referensi barang sebelum membeli. - menyiapkan uang untuk belanja sesuai kebutuhan kita. - Membandingkan barang dari berbagai toko. - waspada terhadap penipuan. - cek terlebih dahulu kondisi barang yang akan kita beli.,40.666666666666664,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,- belanja Online - belanja dengan menggunakan kartu ATM - belanja dengan menggunakan kartu kredit - belanja sesuai kebutuhan - belanja barang yang halal - belanja di toko yang terpercaya atau resmi,20.666666666666668,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"melist barang belanjaan, mengemat, melihat kebutuhan bukan keinginana ",22.333333333333332,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,6 cara belanja yang baik dan efektif : - Membawa uang secukupnya - Mencatat kebutuhan yang akan dibeli - Mencari barang diskon - Jangan mudah tergoda diskon - Membuat skala prioritas - Ingat tanggungan yang akan dipenuhi ,27.333333333333332,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,- membawa daftar belanja - menentukan barang pokok yang wajib dibeli - tidak membawa uang berlebihan - ek tanggal kadaluarsa - Membandingkan kegunaan untuk kedepan - cari barang diskon,30.333333333333332,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,-belanja seperlunya -membuat list barang yang akan di beli terlebih dahulu -cari barang yang murah tapi berkualitas -cari yang diskon -jangan terpengaruh bujukan SPG -cari yang beli 2 gratis 1 ,38.333333333333336,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,- Buat daftar belanja - Bawa budget Pas sesuai kebutuhan - Hindari Pembayaran dengan kartu kredit atau Debit - Disiplin dengan daftar belanja yang sudah Dibuat - langsung Pulang setelah belanja - Catat Pengeluaran belanja ada,32.666666666666664,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"Membuat daftar belanjaan,Bandingkan sebelum membeli,Jangan mudah tergiur dengan diskon,Cerdas memilih ukuran produk,Selalu membawa daftar belanjaan,membawa uang yang cukup ",33.333333333333336,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"- Buatlah list barang apa saja yang harus anda beli. Letakkan daftar barang yang paling primer (paling anda butuhkan) hingga kebutuhan sekunder di paling bawah. - Kalau anda sudah memiliki anak, utamakan kebutuhan anak anda terlebih dahulu. terlebih susu dan popok bayi Kalau buah hati anda masih kecil. - Bandingkan dulu komposisi, kualitas, dan kuantitas barang sebelum anda beli. - jangan mudah tergiur barang-barang diskon - Pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran. - Selalu Bawa catatan dan bolpen di samping anda, dengan begini anda bisa memberi harga pada setiap barang yang anda beli.",68.33333333333333,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"- Buatlah list barang apa saja yang harus anda beli - Kalau anda sudah memiliki anak, utamakan kebutuhan anak anda terlebih dahulu - Bandingkan dulu komposisi, kualitas, dan kuantitas barang sebelum anda beli - jangan mudah tergiur barang-barang diskon - Pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran - Selalu Bawa catatan dan bolpen di samping anda, dengan begini anda bisa memberi harga pada setiap barang yang anda beli",73.33333333333333,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"-Buatlah list barang apa saja yang harus anda beli - Kalau anda sudah memiliki anak, utamakan kebutuhan anak anda terlebih dahulu - Bandingkan dulu komposisi, kualitas, dan kuantitas barang sebelum anda beli - jangan mudah tergiur barang-barang diskon -Pilihlah mana barang yang yang bisa dibeli secara grosir atau eceran. -Selalu Bawa catatan dan bolpen di samping anda",71.33333333333333,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"Pilih barang sesuai kebutuhan, cek barang yang akan di beli, cek kadaluarsa barang, hindari belanja online jika tidak mengerti, beli barang sesuai uang yang dibawa, hindari membeli barang secara terburu-buru ",45.0,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"-jangan membawa uang berlebihan, bawalah secukupnya -Buatlah daftar barang yang kan di beli, agar lebih mudah -jika sudah di toko langsung cari barang yang dibutuhkan -jika ada, carilah barang yang beli dua gratis satu -carilah toko yang memberikan diskon -jika punya indom--ret card gunakanlah karena lebih murah",44.333333333333336,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"Tentukan daftar belanja, sedia uang belanja, tentukan waktu belanja, tentukan tempat belanja, perhitungkan harga belanja. ",27.333333333333332,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"memiih barang sesuai dengan keinginan, memilih barang berdasarkan uang yang dimiliki, memilih kualitas barang yang baik, mengerti dengan betul merek yang baik dan harganya bersahabat,memilih tempat yang sesuai keinginan, menjadwalkan barang yang ingin di beli debelum datang ke pusat perbelanjaan ",30.0,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,- di list terlebih dahulu barang yang ingin dibeli -memperhitungkan total Pengeluaran -mentarget Pengeluaran -mencari barang yang berdiskon -hanya membeli barang yang sangat dibutuhkan saja -bergaransi,26.666666666666668,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,- kepasar cari yg murah - beli barang yg di inginkan - harga mahal tinggal - tidak usah tawar menawar - beli jika punya uang - jangan terlalu lama belanja,24.333333333333332,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"membuat daftar belanjaan , tidak membeli barang tidak berguna, membawa uang pas, memilih barang yang tepat ",22.333333333333332,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,tidak membawa uang terlalu banyak. membuat list barang yang akan dibeli sebelum berbelanja. tidak melihat lihat ke tempat yang bukan tujuannya ,24.666666666666668,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,"sesuai kebutuhan, tidak boros, tidak terlalu lama, membawa kantong sendiri, utamakan prioritas utama ",19.333333333333332,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,Memikirkan waktu dan budget pilih yang diperlukan(butuh) lokasi yang strategis ,10.0,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,tidak boros. membeli hal-hal yang perlu. merencanakan apa saja sebelum membeli. tidak buang-buang waktu. ,20.333333333333332,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,1. memilih barang yg terbaik 2. pintar menawar jika di pasar tradisional 3. menggunakan tas belanja 4. belanja di saat pagi hari atau sore 5. membawa uang yg cukup 6. membawa ATM ,22.666666666666668,train
Sebutkan 6 cara belanja (shopping) yang baik dan efektif?,-tawar menawar -beli yang perlu saja -beli yang murah tapi berkualitas -jangan beli yang terlalu mahal -beli untuk keperluan saja -Hindari rayuan dari pedagang,25.0,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,"Gaya hidup hedonis (hedonism) adalah suatu pola hidup yang aktivitasnya untuk mencari kesenangan hidup, seperti lebih banyak menghabiskan waktu diluar rumah, lebih banyak bermain, senang pada keramaian kota, senang membeli barang mahal yang disenanginya, serta selalu ingin menjadi pusat perhatian.",100.0,test
Jelaskan yang dimaksud dengan gaya hidup hedonism.,Gaya hidup hedonism adalah gaya hidup yang sampai sekarang saya juga tidak tahu penjelasannya ,10.0,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup yang boros dan mengikuti trend yang sedang naik ,23.0,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,"Hidup yang selalu mengikuti trand jaman dari yang positif hingga negatif. Baik dari fashion, teknologi, budaya, dan lain-lain. ",24.0,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup dengan penuh aksi yang heroik ,9.0,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,Gaya hidup hedonism adalah pandangan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan-perasaan yang menyakitkan. ,26.666666666666668,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hedonism adalah gaya hidup yang tidak terlalu diperlihatkan dan santai ,8.333333333333334,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hedonism adalah gaya hidup yang tidak terlalu diperlihatkan dan santai ,8.333333333333334,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup manusia yang tidak berlebihan ,7.666666666666667,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup yang berlebih-lebihan ,7.666666666666667,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,"Hedonisme adalah pandangan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan-perasaan yang menyakitkan.[1] Hedonisme merupakan ajaran atau pandangan bahwa kesenangan atau kenikmatan merupakan tujuan hidup dan tindakan manusia.[2] Terdapat tiga aliran pemikiran dalam hedonis yakni Cyrenaics, Epikureanisme, dan Utilitarianisme ",51.666666666666664,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup yang tetap ,7.666666666666667,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup hedonism adalah gaya hidup monoton ,10.0,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,"Gaya hidup hedonism adalah sebuah pandangan hidup jika kita harus selalu bahagia, dengan mencari bahagia sebanyak banyaknya ",25.0,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,tidak tahu ,1.0,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup yang seenaknya sendiri ,10.0,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup yang berlebihan ,10.0,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,"gaya hidup yang berlebihan, tidak sesuai apa yang dia punya ",10.333333333333334,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,maaf saya tidak tahu hehehehe ,1.0,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,"Gaya hidup yang mengedepanka perliaku berlebihan yang dicirikan dengan perilaku suka menghamburkan uang seperti dengan belanja,foya foya ",23.333333333333332,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup yang serba mewah ,21.0,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup jaman anak sekarang dengan menghambur-hamburkan uang demi dipandang orang terkaya ,24.0,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup untuk mencari kesenangan pada diri sendiri ,24.0,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,saya tidak tahu ,1.0,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,gaya hidup sering keluar malam2 ,14.0,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,pandangan hidup yang menganggap bahwa orang akan menjadi bahagia dengan mencari kebahagiaan sebanyak mungkin dan sedapat mungkin menghindari perasaan-perasaan yang menyakitkan. Hedonisme merupakan ajaran atau pandangan bahwa kesenangan atau kenikmatan merupakan tujuan hidup dan tindakan manusia. ,40.0,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,Pandangan hidup yang menganggap bahwa orang akan bahagia dengan mencari kebahagiaan sebanyak-banyaknya dan menghindari perasaan-perasaan khawatir ,25.0,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,Gaya hidup hedonism adalah gaya hidup yang lebih mengedepankan kebutuhan untuk bersenang-senang. ,23.333333333333332,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,"saya kurang mengerti gaya hidup ini, gaya hidup yang modern barangkali ",8.333333333333334,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,hedonism adalah pandangan bahwa kesenangan merupakan tujuan hidup dan tindakan manusia ,22.333333333333332,train
Jelaskan yang dimaksud dengan gaya hidup hedonism.,"hedonism adalah gaya hidup yang mementingkan dunia, bermewah mewahan, glamour karena memiliki pandangan bahwa kenikmatan dan kesenangan adalah tujuan hidup. ",40.0,train
