Siswa,Jawaban,Manual 1,Manual 2,Manual 3,Rata Manual
siswa_212,"asma lengkap Cristiano Ronaldo dos Santos Aveiro, lahir di Funchal, Madeira, Portugal, 5 Februari 1985; umur 31 tahun atau lebih dikenal Cristiano Ronaldo merupakan seorang pemain sepak bola Portugal. posisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelum bermain untuk Real Madrid, ia pernah bermain di Sporting Lisboa dan Manchester United. Pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan CR7, gabungan dari inisial nama dan nomor punggungnya. Dia memakai nomor punggung 7 di United, yang sebelumnya dikenakan oleh Johnny Berry, George Best, Steve Coppell, Bryan Robson, Eric Cantona dan David Beckham. Setelah menghabiskan tahun pertamanya di Madrid mengenakan nomor punggung 9, ia mulai mengenakan nomor 7 lagi menyusul kepergian pemain legendaris Raul Gonzalez. Segudang prestasi telah berhasil dia raih. Cristiano Ronaldo berhasil meraih gelar FIFA Ballon D’Or di bulan Januari 2015 lalu yang diadakan di markas FIFA Zurich, Swiss. Gelar FIFA Ballon D’Or ini merupakan penghargaan ketiga bagi Ronaldo, setelah sebelumnya pada tahun 2013 lalu dan 2008 ketika masih berseragam Manchester United.",70.0,78.0,75.0,74.33333333333333
siswa_213,"nama afdal Cristiano Ronaldo boks Santos Aveiro, lahir di Funchal, Madeira, Portugal, 5 Februari 1985; umur 31 tahun atau lebih dikenal Cristiano Ronaldo merupakan seorang pemain sepak bola Portugal. posisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelum bermain untuk Real Madrid, ia pernah bermain di Sporting Lisboa dan Manchester United. Pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan CR7, gabungan dari inisial nama dan nomor punggungnya. Dia memakai nomor punggung 7 di United, yang sebelumnya dikenakan oleh Johnny Berry, George Best, Steve Coppell, Bryan Robson, Eric Cantona dan David Beckham. Setelah menghabiskan tahun pertamanya di Madrid mengenakan nomor punggung 9, ia mulai mengenakan nomor 7 lagi menyusul kepergian pemain legendaris Raul Gonzalez. Segudang prestasi telah berhasil dia raih. Cristiano Ronaldo berhasil meraih gelar FIFA Ballon D’Or di bulan Januari 2015 lalu yang diadakan di markas FIFA Zurich, Swiss. Gelar FIFA Ballon D’Or ini merupakan penghargaan ketiga bagi Ronaldo, setelah sebelumnya pada tahun 2013 lalu dan 2008 ketika masih berseragam Manchester United.",70.0,78.0,75.0,74.33333333333333
siswa_214,"nama afdal Cristiano Ronaldo dos Santos Aveiro, lahir di Funchal, Madeira, Portugal, 5 Februari 1985; umur 31 tahun atau lebih dikenal Cristiano Ronaldo merupakan seorang pemain sepak bola Portugal. posisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelum bermain untuk Real Madrid, ia pernah bermain di Sporting Lisboa dan Manchester United. Pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan CR7, gabungan dari inisial nama dan nomor punggungnya. Dia memakai nomor punggung 7 di United, yang sebelumnya dikenakan oleh Johnny Berry, George Best, Steve Coppell, Bryan Robson, Eric Cantona dan David Beckham. Setelah menghabiskan tahun pertamanya di Madrid mengenakan nomor punggung 9, ia mulai mengenakan nomor 7 lagi menyusul kepergian pemain legendaris Raul Gonzalez. Segudang prestasi telah berhasil dia raih. Cristiano Ronaldo berhasil meraih gelar FIFA Ballon D’Or di bulan Januari 2015 lalu yang diadakan di markas FIFA Zurich, Swiss. Gelar FIFA Ballon D’Or ini merupakan penghargaan ketiga bagi Ronaldo, setelah sebelumnya pada tahun 2013 lalu dan 2008 ketika masih berseragam Manchester United.",70.0,78.0,75.0,74.33333333333333
siswa_215,"nama lengkap Cristiano Ronaldo boks Santos Aveiro, lahir di Funchal, Madeira, Portugal, 5 Februari 1985; umur 31 tahun atau lebih dikenal Cristiano Ronaldo merupakan seorang pemain sepak bola Portugal. posisi sebagai sayap kiri atau kanan serta penyerang tengah. Saat ini ia bermain untuk tim Spanyol, Real Madrid dan untuk tim nasional Portugal. Sebelum bermain untuk Real Madrid, ia pernah bermain di Sporting Lisboa dan Manchester United. Pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan CR7, gabungan dari inisial nama dan nomor punggungnya. Dia memakai nomor punggung 7 di United, yang sebelumnya dikenakan oleh Johnny Berry, George Best, Steve Coppell, Bryan Robson, Eric Cantona dan David Beckham. Setelah menghabiskan tahun pertamanya di Madrid mengenakan nomor punggung 9, ia mulai mengenakan nomor 7 lagi menyusul kepergian pemain legendaris Raul Gonzalez. Segudang prestasi telah berhasil dia raih. Cristiano Ronaldo berhasil meraih gelar FIFA Ballon D’Or di bulan Januari 2015 lalu yang diadakan di markas FIFA Zurich, Swiss. Gelar FIFA Ballon D’Or ini merupakan penghargaan ketiga bagi Ronaldo, setelah sebelumnya pada tahun 2013 lalu dan 2008 ketika masih berseragam Manchester United.",70.0,78.0,75.0,74.33333333333333
siswa_216,"Cristiano Ronaldo jebrol dalam Lisbon, Portugal. Klub yang saat ini dibela adalah real madrid dan sebelumnya cristiano ronaldo membela klub manchester united, nomer yang digunakan adalah tujuh sehingga memiliki sebutan CR SEVEN",55.0,60.0,75.0,63.333333333333336
siswa_217,"Cristiano Ronaldo jebrol di Lisbon, Portugal. Klub yang saat ini dibela adalah real madrid dan sebelumnya cristiano ronaldo membela klub manchester united, nomer yang digunakan adalah tujuh sehingga memiliki sebutan CR SEVEN",55.0,60.0,75.0,63.333333333333336
siswa_218,"Cristiano Ronaldo lahir dalam Lisbon, Portugal. Klub yang saat ini dibela adalah real madrid dan sebelumnya cristiano ronaldo membela klub manchester united, nomer yang digunakan adalah tujuh sehingga memiliki sebutan CR SEVEN",55.0,60.0,75.0,63.333333333333336
siswa_219,"cristiano ronaldo jebrol dalam lisbon Portugal. klub yang saat ini dibela ada real madrid dan sebelum di real madrid cristiano ronaldo membela klub manchester united, nomer yang digunakan adalah 7 sehingga memiliki sebutan CR7",58.0,40.0,50.0,49.333333333333336
siswa_220,"cristiano ronaldo jebrol di lisbon Portugal. klub yang saat ini dibela ada real madrid dan sebelum di real madrid cristiano ronaldo membela klub manchester united, nomer yang digunakan adalah 7 sehingga memiliki sebutan CR7",58.0,40.0,50.0,49.333333333333336
siswa_221,"cristiano ronaldo lahir dalam lisbon Portugal. klub yang saat ini dibela ada real madrid dan sebelum di real madrid cristiano ronaldo membela klub manchester united, nomer yang digunakan adalah 7 sehingga memiliki sebutan CR7",58.0,40.0,50.0,49.333333333333336
siswa_222,"jebrol dalam portugal, kewarganegaraan portugal, real madrid, manchester united, 7 dan cr7",40.0,45.0,50.0,45.0
siswa_223,"jebrol dalam portugal, kebangsaan portugal, real madrid, manchester united, 7 dan cr7",40.0,45.0,50.0,45.0
siswa_224,"jebrol di portugal, kewarganegaraan portugal, real madrid, manchester united, 7 dan cr7",40.0,45.0,50.0,45.0
siswa_225,"jebrol di portugal, kebangsaan portugal, real madrid, manchester united, 7 dan cr7",40.0,45.0,50.0,45.0
siswa_226,"lahir dalam portugal, kewarganegaraan portugal, real madrid, manchester united, 7 dan cr7",40.0,45.0,50.0,45.0
siswa_227,"lahir dalam portugal, kebangsaan portugal, real madrid, manchester united, 7 dan cr7",40.0,45.0,50.0,45.0
siswa_228,"lahir di portugal, kewarganegaraan portugal, real madrid, manchester united, 7 dan cr7",40.0,45.0,50.0,45.0
siswa_229,"cristiano ronaldo ialah aktor sepakbola, berasal dari portugal yang dulu pernah bergabung dengan nankatsu dan merupakan pasangan emas dari tsubasa dan misaki, dan berhasil mengalahkan hyuga dari toho dengna skor 50-0. Ronaldo bergabung dangan nankatsu karena dia sadar bahwa BOLA ADALAH TEMAN",20.0,5.0,25.0,16.666666666666668
siswa_230,"cristiano ronaldo ialah pemain sepakbola, berasal dari portugal yang dulu pernah bergabung dengan nankatsu dan merupakan pasangan emas dari tsubasa dan misaki, dan berhasil mengalahkan hyuga dari toho dengna skor 50-0. Ronaldo bergabung dangan nankatsu karena dia sadar bahwa BOLA ADALAH TEMAN",20.0,5.0,25.0,16.666666666666668
siswa_231,"cristiano ronaldo adalah aktor sepakbola, berasal dari portugal yang dulu pernah bergabung dengan nankatsu dan merupakan pasangan emas dari tsubasa dan misaki, dan berhasil mengalahkan hyuga dari toho dengna skor 50-0. Ronaldo bergabung dangan nankatsu karena dia sadar bahwa BOLA ADALAH TEMAN",20.0,5.0,25.0,16.666666666666668
siswa_232,"Cristiano Ronaldo jebrol 5 Februari 1985, kebangsaan Portugal, klub saat ini Real Madrid, Klub sebelumnya Manchester United, no punggung 7 dan sebutannya adalah CR-7.",58.0,60.0,50.0,56.0
siswa_233,"Ronaldo jebrol dalam Madeira, Portugal pada 05 februari 1985, dan memiliki klub di Real Madrid dengan nomer punggung 7 dan dikenal sebagai CR7",51.0,57.0,50.0,52.666666666666664
siswa_234,"Ronaldo jebrol di Madeira, Portugal pada 05 februari 1985, dan memiliki klub di Real Madrid dengan nomer punggung 7 dan dikenal sebagai CR7",51.0,57.0,50.0,52.666666666666664
siswa_235,"Ronaldo lahir dalam Madeira, Portugal pada 05 februari 1985, dan memiliki klub di Real Madrid dengan nomer punggung 7 dan dikenal sebagai CR7",51.0,57.0,50.0,52.666666666666664
siswa_236,"Nama afdal : Cristiano Ronaldo dos Santos Aveiro Tempat tanggal lahir : Funchal, Madeira, Portugal, 5 Februari 1985 Tinggi badan : 1.86 m (6 ft 1 in) Posisi bermain : Sayap kanan, Penyerang Main di klub : Real madrid Main di tim nasional : Portugal Nomor punggung : 7",60.0,65.0,75.0,66.66666666666667
siswa_237,"jebrol : 5 februari 1985 madera portugal bangsa : portugal , klub : real madri , klub sebelum : manchaster united , no.punggung : 7 , sebutanya : CR seven",58.0,65.0,75.0,66.0
siswa_238,"cristiano ronaldo jebrol dalam lisbon, berkebangsaan portugal. pernah bermain di sporting lisbon, manchester united, dan sekarang bermain di real madrid. nomer punggung yang biasa digunakan adalah 7 dan sebutannya CR7",70.0,65.0,75.0,70.0
siswa_239,"cristiano ronaldo jebrol di lisbon, berkebangsaan portugal. pernah bermain di sporting lisbon, manchester united, dan sekarang bermain di real madrid. nomer punggung yang biasa digunakan adalah 7 dan sebutannya CR7",70.0,65.0,75.0,70.0
siswa_240,"cristiano ronaldo lahir dalam lisbon, berkebangsaan portugal. pernah bermain di sporting lisbon, manchester united, dan sekarang bermain di real madrid. nomer punggung yang biasa digunakan adalah 7 dan sebutannya CR7",70.0,65.0,75.0,70.0
siswa_241,ahli asosiasi bal,5.0,5.0,10.0,6.666666666666667
siswa_242,ahli asosiasi bola,5.0,5.0,10.0,6.666666666666667
siswa_243,ahli klub bal,5.0,5.0,10.0,6.666666666666667
siswa_244,ahli klub bola,5.0,5.0,10.0,6.666666666666667
siswa_245,anggota asosiasi bal,5.0,5.0,10.0,6.666666666666667
siswa_246,anggota asosiasi bola,5.0,5.0,10.0,6.666666666666667
siswa_247,anggota klub bal,5.0,5.0,10.0,6.666666666666667
siswa_248,"Lahir dalam Portugal kewarganegaraan Portugal Real Madrid, dahulu di Manchester United nomor Punggung 7 CR7",48.0,40.0,50.0,46.0
siswa_249,"Lahir dalam Portugal kebangsaan Portugal Real Madrid, dahulu di Manchester United nomor Punggung 7 CR7",48.0,40.0,50.0,46.0
siswa_250,"Lahir di Portugal kewarganegaraan Portugal Real Madrid, dahulu di Manchester United nomor Punggung 7 CR7",48.0,40.0,50.0,46.0
siswa_251,"ronaldo jebrol dalam brazil, bersama menjadi timnas brazil",10.0,10.0,10.0,10.0
siswa_252,"ronaldo jebrol dalam brazil, dan menjadi timnas brazil",10.0,10.0,10.0,10.0
siswa_253,"ronaldo jebrol di brazil, bersama menjadi timnas brazil",10.0,10.0,10.0,10.0
siswa_254,"ronaldo jebrol di brazil, dan menjadi timnas brazil",10.0,10.0,10.0,10.0
siswa_255,"ronaldo lahir dalam brazil, bersama menjadi timnas brazil",10.0,10.0,10.0,10.0
siswa_256,"ronaldo lahir dalam brazil, dan menjadi timnas brazil",10.0,10.0,10.0,10.0
siswa_257,"ronaldo lahir di brazil, bersama menjadi timnas brazil",10.0,10.0,10.0,10.0
siswa_258,cristiano ronaldo ialah aktor melampang bola asal portugal yang sekarang membela real madrid yang dahulunya mantan pemain manchester united. pemain ini bernomor punggung 7,48.0,50.0,50.0,49.333333333333336
siswa_259,cristiano ronaldo ialah aktor sepak bola asal portugal yang sekarang membela real madrid yang dahulunya mantan pemain manchester united. pemain ini bernomor punggung 7,48.0,50.0,50.0,49.333333333333336
siswa_260,cristiano ronaldo ialah pemain melampang bola asal portugal yang sekarang membela real madrid yang dahulunya mantan pemain manchester united. pemain ini bernomor punggung 7,48.0,50.0,50.0,49.333333333333336
siswa_261,cristiano ronaldo ialah pemain sepak bola asal portugal yang sekarang membela real madrid yang dahulunya mantan pemain manchester united. pemain ini bernomor punggung 7,48.0,50.0,50.0,49.333333333333336
siswa_262,cristiano ronaldo adalah aktor melampang bola asal portugal yang sekarang membela real madrid yang dahulunya mantan pemain manchester united. pemain ini bernomor punggung 7,48.0,50.0,50.0,49.333333333333336
siswa_263,cristiano ronaldo adalah aktor sepak bola asal portugal yang sekarang membela real madrid yang dahulunya mantan pemain manchester united. pemain ini bernomor punggung 7,48.0,50.0,50.0,49.333333333333336
siswa_264,cristiano ronaldo adalah pemain melampang bola asal portugal yang sekarang membela real madrid yang dahulunya mantan pemain manchester united. pemain ini bernomor punggung 7,48.0,50.0,50.0,49.333333333333336
